ID,POS,#,Name,Nickname,Age,NAT,COB,HT,WT,B,T,Schl,CommSch,COMP,HSC,PIT,G/F,VELO,Slot,PT,G,GS,PA,AB,H,2B,3B,HR,RBI,R,BB,SO,EBH,AVG,OBP,SLG,RC,RC/27,ISO,wOBA,OPS,BABIP,WPA,WAR,PI/PA,SB,CS,G,GS,W,L,SV,BS,HLD,IP,HA,HR,R,ER,BB,K,ERA,BABIP,WHIP,RA/9,HR/9,H/9,BB/9,K/9,K/BB,QS,CG,SHO,GO%,FIP,WPA,WAR,rWAR,DEM,Sign,SctAcc,Year
34438,CF,25,BILL RICKARD,,15,USA,"Buffalo, NY","5' 7""",135 lbs,Left,Left,Lima,-,Average,HS Freshman,3,NEU,83-85 Mph,Over the Top,Normal,21,21,107,89,41,11,2,1,27,30,14,5,14,0.461,0.533,0.663,33.4,17.3,0.202,0.503,1.196,0.476,0,1.7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Low,1935
34255,2B,14,HOWARD RIVERS,,15,USA,"New York, NY","5' 9""",140 lbs,Right,Right,Brandeis,-,Average,HS Freshman,1,FB,80-83 Mph,Over the Top,Normal,22,22,112,98,51,15,6,1,33,37,10,4,22,0.52,0.564,0.827,48.7,23.5,0.306,0.571,1.39,0.532,0,2.5,0,23,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Hard,Low,1935
33945,SP,14,TACK ROBINSON,,15,USA,"Baltimore, MD","5' 8""",135 lbs,Left,Left,Carver Institute,-,Average,HS Freshman,3,NEU,84-86 Mph,Sidearm,Normal,24,24,123,117,40,7,0,0,25,32,2,13,7,0.342,0.358,0.402,17,5.6,0.06,0.33,0.76,0.385,0,0.1,0,3,2,13,6,4,0,1,0,0,56.2,51,1,16,15,12,47,2.38,0.289,1.11,10.3,0.2,8.1,1.9,7.5,3.9,0,0,0,0,2.51,0,1.8,1.9,Slot,Extremely Hard,Average,1935
34219,SS,1,BOB RUPP,,15,USA,"Gloversville, NY","6' 1""",160 lbs,Right,Right,Fayetteville,-,Average,HS Freshman,1,FB,80-83 Mph,Normal (3/4),Normal,22,22,113,96,45,15,0,4,30,35,13,5,19,0.469,0.536,0.75,40.6,19.6,0.281,0.537,1.286,0.466,0,2.2,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935
33939,SP,4,BILL RUSSELL,,15,USA,"Cressona, PA","5' 9""",140 lbs,Right,Right,Cressona,-,Average,HS Freshman,3,NEU,83-85 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,4,2,0,0,0,70,56,3,20,17,21,66,2.19,0.251,1.1,10.3,0.4,7.2,2.7,8.5,3.1,0,0,0,0,2.9,0,1.9,2.4,Slot,Extremely Hard,Average,1935
33976,3B,5,AL RYAN,,15,USA,"St. Augustine, FL","5' 10""",150 lbs,Right,Right,Inverness,-,Average,HS Freshman,1,NEU,80-83 Mph,Normal (3/4),Normal,26,26,133,104,44,17,2,4,27,35,18,10,23,0.423,0.534,0.74,44.8,18.9,0.317,0.525,1.275,0.44,0,2.4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Low,1935
34195,SP,19,ARTIE SAMPLES,,14,USA,"Battle Creek, MI","6' 1""",155 lbs,Right,Right,Battle Creek,-,Average,HS Freshman,3,NEU,83-85 Mph,Over the Top,Normal,10,10,52,48,17,8,2,3,15,15,1,5,13,0.354,0.38,0.792,13.6,10.5,0.437,0.461,1.172,0.35,0,0.7,0,4,2,16,16,8,4,0,0,0,123.1,121,4,43,39,36,96,2.85,0.289,1.27,11.5,0.3,8.8,2.6,7,2.7,0,0,0,0,2.94,0,3.5,3.6,Slot,Extremely Hard,Low,1935
33981,SS,3,MONTE SAWYER,,15,USA,"Mishawaka, IN","5' 9""",135 lbs,Right,Right,Mishawaka,-,Average,HS Freshman,1,NEU,80-83 Mph,Normal (3/4),Normal,24,24,123,94,42,15,4,1,27,39,26,4,20,0.447,0.566,0.723,43.9,20.1,0.277,0.537,1.289,0.456,0,2.4,0,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935
33957,SP,7,JIM SCHUBERT,,15,USA,"Youngstown, OH","5' 10""",145 lbs,Left,Left,Austintown-Fitch,-,Average,HS Freshman,4,NEU,85-87 Mph,Normal (3/4),Normal,24,24,124,116,39,12,0,2,25,37,4,16,14,0.336,0.355,0.491,21.2,7,0.155,0.362,0.846,0.366,0,0.5,0,5,2,12,12,6,2,0,0,0,84.2,75,2,30,26,36,84,2.76,0.282,1.31,12,0.2,8,3.8,8.9,2.3,0,0,0,0,2.87,0,2.5,2.4,Slot,Extremely Hard,Low,1935
33954,C,43,PHIL SEVCIK,,15,USA,"Pardeeville, WI","5' 9""",160 lbs,Right,Right,Pardeeville,-,Average,HS Freshman,3,NEU,83-85 Mph,Normal (3/4),Normal,27,27,135,109,49,14,1,1,31,35,18,6,16,0.45,0.526,0.624,39,15.5,0.174,0.487,1.15,0.457,0,2,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Low,1935
34225,SP,50,RON SEXTON,,14,USA,"Hackensack, NJ","6' 0""",150 lbs,Right,Right,Canarsie,-,Average,HS Freshman,3,NEU,83-85 Mph,Normal (3/4),Normal,8,8,43,39,15,5,2,1,12,13,1,3,8,0.385,0.395,0.692,11,11,0.308,0.443,1.088,0.378,0,0.5,0,2,1,13,13,8,1,0,0,0,92.2,84,3,30,26,25,80,2.53,0.275,1.18,10.8,0.3,8.2,2.4,7.8,3.2,0,0,0,0,2.77,0,2.9,3,Slot,Extremely Hard,Low,1935
33885,3B,25,JARVIS SHIELDS,,15,USA,"Creston, IA","5' 9""",155 lbs,Right,Right,Creston,-,Average,HS Freshman,1,FB,80-83 Mph,Sidearm,Normal,24,24,124,104,47,13,2,2,29,40,15,3,17,0.452,0.532,0.673,39.8,18.2,0.221,0.516,1.205,0.45,0,2.2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Low,1935
34006,SP,19,KIP SINGLETON,,15,USA,"Pittsfield, MA","5' 10""",140 lbs,Right,Right,Pittsfield,-,Average,HS Freshman,4,FB,85-87 Mph,Normal (3/4),Normal,25,25,127,119,42,8,2,1,22,35,2,14,11,0.353,0.36,0.479,21.1,6.8,0.126,0.355,0.839,0.383,0,0.4,0,4,2,13,13,7,2,0,0,0,100,92,3,31,30,33,86,2.7,0.281,1.25,11.3,0.3,8.3,3,7.7,2.6,0,0,0,0,2.86,0,3,3.4,Slot,Extremely Hard,Low,1935
34268,CF,29,JAMES SLOCUM,,15,USA,"Washington, DC","5' 9""",145 lbs,Left,Right,Xaverian,-,Average,HS Freshman,3,NEU,83-85 Mph,Normal (3/4),Normal,26,26,131,113,53,14,2,2,29,50,14,3,18,0.469,0.523,0.681,42.6,16.7,0.212,0.504,1.205,0.468,0,2.1,0,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Low,1935
33929,SS,1,ROCKY SMITH,,15,USA,"Cedarville, OH","5' 9""",140 lbs,Right,Right,Cedarville,-,Average,HS Freshman,1,NEU,80-83 Mph,Normal (3/4),Normal,23,23,119,109,51,18,7,3,31,39,4,3,28,0.468,0.496,0.844,47.4,19.7,0.376,0.552,1.34,0.457,0,2.4,0,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935
33922,CF,8,JIM SOLINSKI,,15,USA,"Marshalltown, IA","6' 0""",165 lbs,Right,Right,Marshalltown,-,Average,HS Freshman,1,FB,80-83 Mph,Over the Top,Normal,24,24,122,100,45,13,3,2,27,33,18,6,18,0.45,0.533,0.7,40.6,18.6,0.25,0.514,1.233,0.462,0,2.1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935
34000,3B,23,TOMMY SORENSEN,,15,USA,"Lakeland, FL","5' 9""",150 lbs,Right,Right,Lakeland,-,Average,HS Freshman,1,NEU,80-83 Mph,Normal (3/4),Normal,27,27,135,110,49,12,1,3,33,37,18,7,16,0.445,0.526,0.655,41.2,16.8,0.209,0.498,1.181,0.451,0,2.1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935
33998,3B,42,CHRIS SPOONER,,15,USA,"Coalinga, CA","5' 10""",155 lbs,Right,Right,Coalinga,-,Average,HS Freshman,1,FB,80-83 Mph,Normal (3/4),Normal,21,21,109,83,34,7,2,2,19,29,15,9,11,0.41,0.533,0.614,31.3,15.4,0.205,0.488,1.147,0.438,0,1.6,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935
33960,C,95,TOM STEVENS,,15,USA,"Elmer, NJ","6' 0""",175 lbs,Switch,Right,Elmer,-,Average,HS Freshman,1,FB,80-83 Mph,Normal (3/4),Normal,23,23,117,96,38,10,1,2,24,29,13,3,13,0.396,0.465,0.583,28,11,0.188,0.438,1.048,0.383,0,1.2,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935
33958,LF,6,BOB STILL,,15,USA,"Weymouth, MA","5' 10""",160 lbs,Right,Right,Weymouth,-,Average,HS Freshman,1,NEU,80-83 Mph,Normal (3/4),Normal,22,22,114,95,41,17,2,2,29,39,17,6,21,0.432,0.526,0.716,38.5,18.3,0.284,0.525,1.242,0.448,0,2.1,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Low,1935
33944,2B,10,TOMMY THOMPSON,,15,USA,"Higganum, CT","5' 9""",155 lbs,Right,Right,Higganum,-,Average,HS Freshman,1,FB,80-83 Mph,Normal (3/4),Normal,24,24,123,105,46,11,4,4,27,41,15,6,19,0.438,0.52,0.733,43.7,18.1,0.295,0.529,1.254,0.442,0,2.3,0,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935
33950,C,7,LEE TIEDE,,14,USA,"Los Angeles, CA","5' 8""",150 lbs,Right,Right,Cathedral,-,Average,HS Freshman,1,NEU,80-83 Mph,Normal (3/4),Normal,22,22,113,90,37,13,2,5,24,35,17,8,20,0.411,0.505,0.767,37.5,17.5,0.356,0.514,1.271,0.405,0,1.9,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Low,1935
33908,LF,6,DAVE TORGERSON,,15,USA,"Stamford, CT","5' 11""",160 lbs,Right,Left,Stamford,-,Average,HS Freshman,1,FB,80-83 Mph,Normal (3/4),Normal,22,22,111,93,38,13,2,2,22,32,17,4,17,0.409,0.505,0.656,33.1,15.9,0.247,0.496,1.16,0.414,0,1.7,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Low,1935
33956,SS,5,BILL TOWN,,15,USA,"Coquille, OR","5' 9""",140 lbs,Right,Right,Coquille,-,Average,HS Freshman,1,FB,80-83 Mph,Over the Top,Normal,25,25,126,106,42,11,0,3,28,41,17,3,14,0.396,0.484,0.585,32.4,12.9,0.189,0.458,1.069,0.39,0,1.6,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Low,1935
34216,3B,9,WALT TRAUTMANN,,15,USA,"Louisville, KY","5' 7""",145 lbs,Right,Right,Eminence,-,Average,HS Freshman,1,NEU,80-83 Mph,Normal (3/4),Normal,25,25,129,109,47,13,2,2,26,40,18,5,17,0.431,0.508,0.642,38.6,15.6,0.211,0.489,1.15,0.437,0,1.9,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935
34270,SP,20,LYN TREASE,LYNWOOD III,15,USA,"Peoria, IL","5' 7""",130 lbs,Right,Right,St. Ignatius College Prep,-,Average,HS Freshman,3,GB,85-87 Mph,Normal (3/4),Groundballer,21,21,108,103,41,8,2,0,23,33,1,4,10,0.398,0.41,0.515,21.9,8.8,0.117,0.393,0.924,0.414,0,0.7,0,5,2,15,15,11,0,0,0,0,122,76,1,15,11,20,161,0.81,0.244,0.79,7.1,0.1,5.6,1.5,11.9,8.1,0,0,0,0,1.16,0,7.3,7.7,Slot,Hard,Average,1935
33915,SS,8,LLOYD WAGNER,,15,USA,"Cherryvale, KS","6' 0""",150 lbs,Right,Right,Cherryvale,-,Average,HS Freshman,1,NEU,80-83 Mph,Normal (3/4),Normal,27,27,136,120,57,13,3,4,33,55,11,3,20,0.475,0.519,0.733,48.4,18.1,0.258,0.524,1.252,0.461,0,2.5,0,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Low,1935
33906,CF,3,TOMMIE WAGNER,,14,USA,"Pittsburgh, PA","5' 11""",155 lbs,Right,Right,Langley,-,Average,HS Freshman,1,FB,80-83 Mph,Normal (3/4),Normal,21,21,105,89,46,12,2,0,23,41,13,6,14,0.517,0.577,0.697,39.4,22.6,0.18,0.542,1.274,0.548,0,2.1,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Low,1935
33892,SS,16,MIKE WARD,,15,USA,"Dover, DE","5' 11""",155 lbs,Right,Right,Dover,-,Average,HS Freshman,1,NEU,80-83 Mph,Normal (3/4),Normal,23,23,119,107,52,13,1,3,32,39,9,3,17,0.486,0.525,0.71,41.4,19.3,0.224,0.523,1.236,0.48,0,2.1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Low,1935
33946,SP,14,TOM WEBSTER,,15,USA,"New York, NY","5' 10""",140 lbs,Left,Left,Brandeis,-,Average,HS Freshman,3,NEU,83-85 Mph,Over the Top,Normal,26,26,132,123,47,10,1,1,27,43,5,12,12,0.382,0.405,0.504,25.9,8.7,0.122,0.392,0.909,0.411,0,0.9,0,1,1,16,16,9,3,0,0,0,119.1,97,5,35,32,49,109,2.41,0.246,1.22,11,0.4,7.3,3.7,8.2,2.2,0,0,0,0,3.15,0,3,4.3,Slot,Extremely Hard,Low,1935
34235,SS,8,WILLIE WEISS,,15,USA,"Detroit, MI","5' 9""",135 lbs,Right,Right,Monroeville,-,Average,HS Freshman,1,FB,80-83 Mph,Normal (3/4),Normal,25,25,128,108,51,12,2,1,32,37,16,2,15,0.472,0.528,0.648,40.5,16.3,0.176,0.499,1.176,0.463,0,2,0,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Low,1935
33898,SP,24,CORKY WELCH,,15,USA,"Cleveland, OH","5' 5""",120 lbs,Right,Right,East,-,Average,HS Freshman,3,NEU,84-86 Mph,Over the Top,Normal,8,8,44,37,14,4,1,0,11,11,1,3,5,0.378,0.381,0.541,7.9,6.9,0.162,0.366,0.921,0.378,0,0.2,0,7,3,17,10,6,1,0,0,0,82,61,2,20,17,24,99,1.87,0.267,1.04,9.7,0.2,6.7,2.6,10.9,4.1,0,0,0,0,2.09,0,3.2,3.3,Slot,Extremely Hard,Average,1935
33994,C,1,LEW WHIPPLE,,15,USA,"Arnold, PA","5' 11""",170 lbs,Right,Right,Carlstadt,-,Average,HS Freshman,1,FB,80-83 Mph,Over the Top,Normal,24,24,123,97,39,15,0,1,23,32,19,5,16,0.402,0.504,0.588,33,14.1,0.186,0.471,1.092,0.404,0,1.7,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Low,1935
34224,SP,96,AL WHITAKER,,14,USA,"Cleveland, OK","6' 0""",155 lbs,Right,Right,Locust Grove,-,Average,HS Freshman,3,NEU,85-87 Mph,Normal (3/4),Normal,7,7,39,36,13,7,1,0,11,12,0,3,8,0.361,0.368,0.611,7.6,7.3,0.25,0.397,0.98,0.382,0,0.3,0,7,3,12,12,7,2,0,0,0,85.2,69,3,23,22,33,87,2.31,0.255,1.19,11,0.3,7.2,3.5,9.1,2.6,0,0,0,0,2.88,0,2.5,3.4,Slot,Extremely Hard,Low,1935
33899,LF,4,SCRAPPY WHITEMAN,,15,USA,"Buffalo, NY","5' 7""",145 lbs,Right,Right,Cleveland,-,Average,HS Freshman,1,FB,80-83 Mph,Normal (3/4),Normal,22,22,110,91,41,14,1,2,25,31,15,7,17,0.451,0.527,0.692,36.3,18.5,0.242,0.516,1.22,0.464,0,1.9,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935
33902,2B,36,RUSS WHITNEY,,15,USA,"Chicago, IL","6' 0""",160 lbs,Right,Right,West Chicago,-,Average,HS Freshman,1,FB,80-83 Mph,Over the Top,Normal,26,26,133,116,56,13,2,2,30,52,12,2,17,0.483,0.538,0.681,45.3,18.5,0.198,0.514,1.219,0.482,0,2.3,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935
34004,SP,10,DON WILLIAMS,,15,USA,"Cincinnati, OH","5' 10""",140 lbs,Right,Right,Colerain,-,Average,HS Freshman,3,NEU,83-85 Mph,Over the Top,Normal,23,23,119,114,40,4,2,1,24,29,2,14,7,0.351,0.361,0.447,18.8,6.6,0.096,0.352,0.809,0.386,0,0.4,0,1,1,12,12,5,3,0,0,0,82.1,78,4,32,30,33,69,3.28,0.281,1.35,12.5,0.4,8.5,3.6,7.5,2.1,0,0,0,0,3.47,0,1.7,2,Slot,Extremely Hard,Average,1935
33938,RF,15,WALT WILLIAMS,,15,USA,"Delhi, LA","5' 10""",150 lbs,Left,Left,Delhi,-,Average,HS Freshman,3,NEU,83-85 Mph,Normal (3/4),Normal,22,22,112,89,36,14,4,4,23,33,16,7,22,0.404,0.505,0.787,39.1,17.3,0.382,0.516,1.291,0.405,0,1.9,0,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935
33901,SS,1,BILLY WINFREY,,15,USA,"South Bend, IN","5' 9""",140 lbs,Right,Right,South Bend,-,Average,HS Freshman,1,FB,80-83 Mph,Over the Top,Normal,23,23,117,94,45,9,1,3,31,34,16,4,13,0.479,0.548,0.691,39.6,19.1,0.213,0.516,1.239,0.467,0,2,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935
33897,2B,42,KIBBLES WOOD,,15,USA,"Liberal, KS","5' 9""",150 lbs,Right,Right,Liberal,-,Average,HS Freshman,1,NEU,80-83 Mph,Normal (3/4),Normal,24,24,122,95,42,9,0,0,25,34,15,3,9,0.442,0.533,0.537,30.9,14.1,0.095,0.466,1.07,0.442,0,1.6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935
33947,C,23,HANK WRIGHT,,15,USA,"Story City, IA","5' 10""",160 lbs,Switch,Right,Story City,-,Average,HS Freshman,1,FB,80-83 Mph,Sidearm,Normal,23,23,119,100,40,13,4,1,21,29,15,6,18,0.4,0.475,0.64,34.8,14.2,0.24,0.468,1.115,0.411,0,1.6,0,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935
34327,LF,1,JOE WRIGHT JR,,15,USA,"Baltimore, MD","5' 4""",140 lbs,Right,Right,Normandy,-,Average,HS Freshman,1,FB,80-83 Mph,Over the Top,Normal,26,26,134,110,45,14,2,2,31,38,19,10,18,0.409,0.492,0.627,36.9,13.6,0.218,0.471,1.12,0.43,0,1.8,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935
33884,SP,19,JACKIE YATES,,15,USA,"Christiansburg, VA","5' 10""",140 lbs,Right,Right,Christiansburg,-,Average,HS Freshman,3,EX GB,83-85 Mph,Over the Top,Groundballer,21,21,106,100,37,8,2,3,26,33,1,11,13,0.37,0.369,0.58,21.2,7.9,0.21,0.389,0.949,0.386,0,0.7,0,10,4,15,15,11,0,0,0,0,108.2,71,0,16,12,20,131,0.99,0.251,0.84,7.6,0,5.9,1.7,10.8,6.5,0,0,0,0,1.37,0,5.9,6.2,Slot,Extremely Hard,Low,1935
34267,C,1,RICK YORK,,15,USA,"Detroit, MI","5' 8""",185 lbs,Left,Right,Western,-,Average,HS Freshman,1,FB,80-83 Mph,Normal (3/4),Normal,25,25,128,111,47,16,2,6,34,44,13,3,24,0.423,0.484,0.766,43.4,17.5,0.342,0.517,1.25,0.394,0,2.2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Low,1935
34213,2B,25,JIM YOUNG,,15,USA,"Brooklyn, NY","5' 9""",145 lbs,Right,Right,Grady,-,Average,HS Freshman,1,FB,80-83 Mph,Normal (3/4),Normal,25,25,129,105,48,13,3,2,32,36,17,5,18,0.457,0.528,0.695,44.5,17.9,0.238,0.507,1.223,0.455,0,2.2,0,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Low,1935
33912,SP,22,JIM ZIMMERMAN,,15,USA,"Washington, DC","5' 11""",145 lbs,Left,Right,Capital Academy,-,Average,HS Freshman,4,NEU,85-87 Mph,Normal (3/4),Normal,9,9,45,39,16,7,0,2,14,16,1,3,9,0.41,0.409,0.744,12,11.1,0.333,0.452,1.153,0.378,0,0.5,0,4,2,13,13,7,2,0,0,0,95.2,69,2,20,16,23,95,1.51,0.241,0.96,8.7,0.2,6.5,2.2,8.9,4.1,0,0,0,0,2.24,0,3.8,4.6,Slot,Extremely Hard,Average,1935
